company_id,company_name,industry,region,year,quarter,reporting_period,department,revenue_usd_m,opex_usd_m,production_output_units,energy_consumption_mwh,renewable_energy_share_pct,scope1_emissions_tco2e,scope2_emissions_tco2e,scope3_emissions_tco2e,water_withdrawal_m3,water_recycled_pct,waste_generated_tonnes,waste_recycled_pct,headcount,female_pct,minority_pct,avg_training_hours_per_employee,employee_turnover_pct,lost_time_incident_rate,community_investment_usd_m,pay_equity_ratio_female_to_male,employee_engagement_score,board_size,independent_directors_pct,board_gender_diversity_pct,anti_corruption_training_pct,data_breaches_count,whistleblower_reports,fines_penalties_usd_m,esg_policy_coverage_pct,supplier_code_of_conduct_coverage_pct,emissions_intensity_tco2e_per_musd,esg_score,controversy_level_0_low_3_high
AGR03,AgriNova Foods,Consumer Staples,Asia,2021,1,2021-Q1,IT,69.52,49.85,1070,556.0,0.403,42.89,31.32,155.44,286.2,0.394,43.47,0.337,77,0.444,0.368,17.04,0.109,0.5,0.0,0.898,83.1,11,0.704,0.289,0.88,0,2,0.0,0.759,0.494,3.3,51.1,0
AGR03,AgriNova Foods,Consumer Staples,North America,2021,1,2021-Q1,Facilities,125.68,106.38,10911,1948.4,0.428,210.35,127.24,1495.6,1073.7,0.368,72.06,0.602,5,0.322,0.271,5.95,0.187,0.8,0.0,0.913,71.9,11,0.588,0.297,0.778,0,0,0.036,0.698,0.683,14.59,51.7,1
AGR03,AgriNova Foods,Consumer Staples,Europe,2021,2,2021-Q2,Operations,280.31,251.64,21036,2501.0,0.265,322.72,220.25,1105.58,2957.9,0.266,370.21,0.699,73,0.34,0.288,16.86,0.284,1.01,0.561,0.985,68.1,11,0.661,0.281,0.776,0,0,0.023,0.808,0.477,5.88,57.0,2
AGR03,AgriNova Foods,Consumer Staples,Asia,2021,2,2021-Q2,Supply Chain,96.01,80.83,38580,1442.5,0.089,228.01,139.54,1431.42,659.6,0.476,7.78,0.455,5,0.324,0.26,21.7,0.125,0.48,0.936,0.87,71.3,11,0.679,0.251,0.822,1,0,0.077,0.585,0.715,18.74,46.7,0
AGR03,AgriNova Foods,Consumer Staples,Asia,2021,2,2021-Q2,R&D,86.48,75.69,6222,514.7,0.331,63.92,25.54,217.4,508.5,0.232,34.61,0.391,5,0.417,0.306,12.85,0.189,0.1,0.263,0.945,63.0,11,0.66,0.264,0.755,0,2,0.085,0.671,0.645,3.55,44.9,0
AGR03,AgriNova Foods,Consumer Staples,Europe,2021,2,2021-Q2,Sales,218.04,139.9,6274,1324.2,0.484,121.21,96.44,616.32,2760.4,0.297,176.53,0.275,77,0.221,0.281,15.76,0.194,0.09,0.948,0.937,69.1,11,0.622,0.369,0.819,0,2,0.254,0.508,0.482,3.82,49.7,0
AGR03,AgriNova Foods,Consumer Staples,Latin America,2021,2,2021-Q2,HR,24.3,17.04,4166,942.2,0.3,111.93,89.74,620.33,135.5,0.223,10.0,0.431,5,0.437,0.314,17.04,0.237,0.06,0.331,0.94,73.0,11,0.655,0.316,0.693,1,1,0.122,0.847,0.397,33.83,49.1,1
AGR03,AgriNova Foods,Consumer Staples,Asia,2021,2,2021-Q2,Finance,44.17,27.24,3350,175.7,0.276,0.0,19.15,66.07,732.1,0.376,15.74,0.506,5,0.37,0.194,17.71,0.161,0.34,0.0,0.953,70.4,11,0.614,0.316,0.797,0,1,0.077,0.647,0.582,1.93,50.0,1
AGR03,AgriNova Foods,Consumer Staples,North America,2021,2,2021-Q2,IT,55.88,46.11,3165,588.4,0.237,73.72,65.07,486.3,256.9,0.478,32.76,0.56,25,0.379,0.237,16.89,0.248,0.31,0.549,0.96,68.9,11,0.654,0.281,0.734,4,1,0.411,0.706,0.166,11.19,55.7,0
AGR03,AgriNova Foods,Consumer Staples,Asia,2021,2,2021-Q2,Facilities,160.05,103.64,10946,884.5,0.329,83.44,60.44,573.28,1792.0,0.282,117.39,0.486,37,0.423,0.362,13.38,0.141,0.64,0.45,1.005,65.3,11,0.664,0.27,0.722,1,1,0.217,0.718,0.483,4.48,51.0,0
AGR03,AgriNova Foods,Consumer Staples,North America,2021,3,2021-Q3,Operations,216.68,140.95,19294,387.9,0.304,68.15,21.92,351.15,4206.9,0.251,360.73,0.334,85,0.379,0.318,19.35,0.185,0.63,0.512,0.928,95.0,11,0.647,0.278,0.687,0,0,0.097,0.814,0.662,2.04,52.0,1
AGR03,AgriNova Foods,Consumer Staples,Europe,2021,3,2021-Q3,Supply Chain,111.71,66.61,10308,2088.9,0.355,241.28,139.56,1201.35,1037.7,0.454,94.33,0.471,65,0.289,0.244,15.24,0.13,0.32,0.0,0.891,76.4,11,0.661,0.271,0.659,0,1,0.0,0.712,0.518,14.16,48.4,0
AGR03,AgriNova Foods,Consumer Staples,Asia,2021,3,2021-Q3,R&D,117.0,84.58,3144,1696.4,0.305,216.94,160.0,1393.66,869.0,0.453,128.82,0.392,5,0.391,0.358,17.19,0.109,0.68,0.0,0.932,69.6,11,0.728,0.297,0.699,0,2,0.0,0.661,0.349,15.13,50.0,0
AGR03,AgriNova Foods,Consumer Staples,North America,2021,3,2021-Q3,Sales,158.68,119.67,3291,1641.7,0.266,229.11,152.54,1177.46,2821.5,0.365,168.67,0.574,85,0.302,0.235,14.6,0.211,0.32,0.43,1.018,64.0,11,0.54,0.3,0.727,0,1,0.127,0.749,0.508,9.83,50.4,1
AGR03,AgriNova Foods,Consumer Staples,North America,2021,3,2021-Q3,HR,47.84,27.84,6238,222.4,0.253,39.75,22.52,187.38,553.9,0.234,24.19,0.517,17,0.497,0.289,18.65,0.122,0.05,0.549,0.941,72.2,11,0.577,0.315,0.66,2,1,0.099,0.583,0.713,5.22,46.3,0
AGR03,AgriNova Foods,Consumer Staples,Europe,2021,3,2021-Q3,Finance,47.5,32.25,3172,485.7,0.435,61.78,37.88,422.16,184.6,0.418,22.67,0.478,73,0.46,0.288,19.41,0.062,0.71,0.0,0.921,74.8,11,0.614,0.32,0.687,0,0,0.119,0.654,0.58,10.99,51.5,2
AGR03,AgriNova Foods,Consumer Staples,Asia,2021,3,2021-Q3,IT,56.96,34.95,1036,645.6,0.306,62.63,58.17,327.74,983.5,0.347,58.29,0.341,5,0.337,0.246,16.68,0.148,0.45,0.0,0.945,75.9,11,0.628,0.289,0.781,1,0,0.0,0.683,0.727,7.87,49.1,0
AGR03,AgriNova Foods,Consumer Staples,Asia,2021,3,2021-Q3,Facilities,160.28,125.3,14350,671.3,0.302,82.44,64.05,377.6,743.9,0.451,70.99,0.346,124,0.32,0.149,15.83,0.125,1.1,0.071,0.958,80.4,11,0.572,0.273,0.745,0,0,0.311,0.738,0.492,3.27,52.6,0
AGR03,AgriNova Foods,Consumer Staples,Europe,2021,4,2021-Q4,Operations,137.23,103.32,27308,1569.2,0.367,207.37,105.87,1063.28,1357.5,0.392,54.41,0.51,36,0.477,0.293,14.19,0.302,0.75,0.911,0.921,74.2,11,0.691,0.282,0.618,0,0,0.0,0.842,0.489,10.03,55.0,0
AGR03,AgriNova Foods,Consumer Staples,Asia,2021,4,2021-Q4,Supply Chain,97.78,64.08,19724,1230.1,0.348,144.4,106.56,666.33,2077.6,0.257,137.68,0.374,92,0.361,0.314,12.02,0.129,0.05,0.0,0.93,73.3,11,0.66,0.277,0.697,0,1,0.0,0.662,0.652,9.38,44.5,1
AGR03,AgriNova Foods,Consumer Staples,Europe,2021,4,2021-Q4,R&D,98.62,84.95,11867,628.0,0.261,73.27,55.6,565.31,1228.9,0.277,33.78,0.451,5,0.391,0.278,10.49,0.182,0.05,0.245,0.954,73.8,11,0.652,0.325,0.745,0,1,0.219,0.717,0.315,7.04,47.3,1
AGR03,AgriNova Foods,Consumer Staples,Asia,2021,4,2021-Q4,Sales,198.54,164.34,6858,2062.5,0.3,255.52,178.73,1237.1,2311.9,0.352,51.33,0.179,87,0.394,0.257,7.52,0.251,0.25,0.774,0.996,54.2,11,0.592,0.284,0.837,0,1,0.0,0.768,0.493,8.42,44.3,0
AGR03,AgriNova Foods,Consumer Staples,Latin America,2021,4,2021-Q4,HR,33.64,25.71,3636,243.3,0.269,70.8,25.53,382.89,762.9,0.511,11.09,0.151,69,0.387,0.251,19.31,0.303,0.28,0.651,0.91,59.9,11,0.657,0.306,0.722,0,1,0.029,0.777,0.615,14.25,47.8,0
AGR03,AgriNova Foods,Consumer Staples,Asia,2021,4,2021-Q4,Finance,40.38,24.92,6322,334.7,0.178,65.8,21.63,323.53,226.3,0.401,15.12,0.644,5,0.501,0.313,15.01,0.081,0.05,0.0,0.947,65.2,11,0.576,0.307,0.784,0,2,0.059,0.705,0.563,10.18,45.0,0
AGR03,AgriNova Foods,Consumer Staples,North America,2021,4,2021-Q4,IT,79.8,60.43,8306,260.1,0.222,53.63,37.03,320.65,653.7,0.469,25.65,0.558,31,0.416,0.36,10.58,0.124,0.32,0.0,0.965,77.2,11,0.633,0.256,0.833,0,2,0.157,0.716,0.603,5.15,49.7,1
AGR03,AgriNova Foods,Consumer Staples,North America,2021,4,2021-Q4,Facilities,132.58,74.87,13130,1739.2,0.488,139.39,105.89,1000.23,718.3,0.435,109.95,0.467,73,0.4,0.32,15.56,0.252,0.99,0.431,0.914,75.5,11,0.564,0.239,0.772,0,1,0.0,0.752,0.565,9.39,55.7,0
AGR03,AgriNova Foods,Consumer Staples,Latin America,2022,1,2022-Q1,Operations,257.46,149.62,20140,2117.4,0.416,220.65,144.71,1195.92,864.4,0.414,98.9,0.587,71,0.368,0.16,17.79,0.178,0.82,0.0,0.904,85.8,11,0.662,0.334,0.767,0,0,0.143,0.771,0.594,6.06,57.7,0
AGR03,AgriNova Foods,Consumer Staples,Asia,2022,1,2022-Q1,Supply Chain,74.88,59.53,17558,1300.6,0.367,155.3,112.3,725.79,725.3,0.406,155.44,0.617,5,0.285,0.341,14.24,0.147,0.5,0.352,0.952,78.7,11,0.615,0.357,0.733,0,1,0.179,0.822,0.751,13.27,54.2,0
AGR03,AgriNova Foods,Consumer Staples,North America,2022,1,2022-Q1,R&D,105.62,86.76,2639,1332.3,0.267,157.77,119.47,769.28,1163.3,0.454,36.08,0.743,75,0.349,0.219,19.78,0.23,0.24,0.41,0.945,80.1,11,0.589,0.275,0.829,0,2,0.0,0.764,0.623,9.91,55.2,0
AGR03,AgriNova Foods,Consumer Staples,North America,2022,1,2022-Q1,Sales,154.43,130.52,5559,1913.6,0.367,228.39,148.53,1358.94,2225.3,0.566,187.42,0.353,113,0.479,0.443,12.89,0.186,0.11,0.625,0.972,70.9,11,0.624,0.248,0.871,0,3,0.0,0.754,0.601,11.24,50.5,0
AGR03,AgriNova Foods,Consumer Staples,Asia,2022,1,2022-Q1,HR,41.23,23.31,10930,238.9,0.215,22.07,41.03,195.8,355.4,0.324,21.54,0.516,5,0.265,0.321,18.04,0.149,0.05,0.363,0.988,78.7,11,0.596,0.311,0.698,0,1,0.0,0.699,0.622,6.28,48.6,0
AGR03,AgriNova Foods,Consumer Staples,Europe,2022,1,2022-Q1,Finance,45.59,28.06,1860,306.2,0.508,21.29,35.44,240.66,628.9,0.361,37.37,0.599,5,0.334,0.234,18.01,0.093,0.64,0.0,0.959,81.2,11,0.603,0.296,0.788,0,0,0.0,0.675,0.532,6.52,55.4,1
AGR03,AgriNova Foods,Consumer Staples,Asia,2022,1,2022-Q1,IT,68.34,43.87,3727,461.6,0.363,50.67,39.64,280.06,1034.0,0.555,48.17,0.274,19,0.358,0.326,14.11,0.153,0.05,0.273,0.909,76.6,11,0.6,0.216,0.828,3,1,0.1,0.806,0.484,5.42,48.9,0
AGR03,AgriNova Foods,Consumer Staples,Europe,2022,1,2022-Q1,Facilities,143.74,126.61,10037,437.4,0.37,57.32,14.94,176.71,2137.6,0.362,145.73,0.36,27,0.456,0.279,16.34,0.163,0.95,0.163,0.97,67.7,11,0.615,0.319,0.812,0,0,0.304,0.707,0.763,1.73,53.1,0
AGR03,AgriNova Foods,Consumer Staples,Latin America,2022,2,2022-Q2,Operations,206.01,184.07,29800,2519.9,0.372,280.18,203.55,2077.03,6481.8,0.357,39.64,0.478,58,0.273,0.371,20.2,0.154,1.09,0.136,0.949,76.2,11,0.629,0.324,0.719,0,1,0.195,0.846,0.68,12.43,55.7,0
AGR03,AgriNova Foods,Consumer Staples,Latin America,2022,2,2022-Q2,Supply Chain,76.53,54.21,12072,1444.0,0.414,169.43,104.89,1074.75,535.4,0.295,46.84,0.412,28,0.365,0.269,16.37,0.159,0.57,0.0,1.006,78.7,11,0.681,0.313,0.733,0,0,0.04,0.649,0.689,17.63,54.3,1
AGR03,AgriNova Foods,Consumer Staples,North America,2022,2,2022-Q2,R&D,89.6,74.92,4934,1085.6,0.359,128.43,86.41,588.79,394.3,0.415,26.7,0.161,15,0.376,0.315,15.47,0.157,0.31,0.302,0.949,73.0,11,0.594,0.328,0.763,1,0,0.0,0.852,0.62,8.97,47.7,0
AGR03,AgriNova Foods,Consumer Staples,North America,2022,2,2022-Q2,Sales,199.12,157.35,5930,1215.2,0.393,114.88,79.22,790.44,4219.7,0.23,290.7,0.747,143,0.353,0.249,10.24,0.126,0.28,1.403,0.946,75.8,11,0.685,0.298,0.902,0,0,0.379,0.816,0.595,4.94,52.8,1
AGR03,AgriNova Foods,Consumer Staples,North America,2022,2,2022-Q2,HR,39.0,32.92,2193,234.7,0.283,25.67,19.09,156.48,317.0,0.492,31.11,0.665,5,0.383,0.383,19.29,0.247,0.38,1.189,0.966,83.4,11,0.617,0.31,0.835,0,2,0.068,0.87,0.411,5.16,58.1,0
AGR03,AgriNova Foods,Consumer Staples,Europe,2022,2,2022-Q2,Finance,35.4,31.18,6470,497.1,0.507,68.23,40.39,440.34,547.1,0.238,16.05,0.477,67,0.361,0.356,14.49,0.161,0.35,0.0,0.937,63.8,11,0.62,0.296,0.749,0,2,0.143,0.736,0.584,15.51,49.2,2
AGR03,AgriNova Foods,Consumer Staples,North America,2022,2,2022-Q2,IT,71.41,55.87,7045,443.4,0.52,34.0,32.64,182.3,801.6,0.424,15.1,0.505,52,0.288,0.407,15.99,0.233,0.19,0.0,0.936,73.4,11,0.614,0.304,0.8,0,1,0.0,0.845,0.646,3.49,54.4,0
AGR03,AgriNova Foods,Consumer Staples,Asia,2022,2,2022-Q2,Facilities,112.42,64.4,4584,1002.3,0.398,106.57,74.97,764.59,1950.6,0.289,23.94,0.684,115,0.181,0.268,21.16,0.146,0.8,0.13,0.916,66.8,11,0.672,0.255,0.795,2,0,0.213,0.857,0.683,8.42,55.1,1
AGR03,AgriNova Foods,Consumer Staples,Europe,2022,3,2022-Q3,Operations,257.67,216.85,5203,1175.1,0.397,131.86,83.15,449.86,1595.9,0.287,185.5,0.774,47,0.343,0.301,8.09,0.175,0.89,0.0,0.986,66.2,11,0.666,0.354,0.803,1,0,0.197,0.755,0.629,2.58,57.0,0
AGR03,AgriNova Foods,Consumer Staples,Latin America,2022,3,2022-Q3,Supply Chain,90.07,60.43,16183,539.0,0.496,23.73,24.51,145.6,3191.9,0.317,49.72,0.372,78,0.322,0.305,14.42,0.226,0.65,1.336,0.912,71.8,11,0.607,0.321,0.799,0,0,0.0,0.548,0.57,2.15,52.2,1
AGR03,AgriNova Foods,Consumer Staples,Europe,2022,3,2022-Q3,R&D,110.19,88.14,5494,532.3,0.281,62.55,49.92,226.53,1024.5,0.289,62.96,0.578,6,0.273,0.397,14.64,0.267,0.32,0.297,0.921,66.5,11,0.568,0.27,0.824,0,0,0.038,0.726,0.556,3.08,48.9,0
AGR03,AgriNova Foods,Consumer Staples,North America,2022,3,2022-Q3,Sales,186.55,158.62,6478,669.9,0.44,81.63,53.35,563.59,2675.5,0.224,377.73,0.632,90,0.37,0.236,13.17,0.232,0.08,0.398,0.914,71.7,11,0.576,0.266,0.8,0,0,0.0,0.721,0.567,3.74,49.5,0
AGR03,AgriNova Foods,Consumer Staples,Asia,2022,3,2022-Q3,HR,28.19,22.97,3583,330.0,0.389,57.48,21.12,317.91,217.1,0.263,17.89,0.431,42,0.464,0.305,20.81,0.18,0.13,0.0,0.954,82.6,11,0.639,0.293,0.838,1,3,0.093,0.677,0.748,14.07,52.6,1
AGR03,AgriNova Foods,Consumer Staples,Asia,2022,3,2022-Q3,Finance,41.11,35.71,1161,430.2,0.454,63.49,27.9,258.62,528.6,0.502,31.43,0.729,5,0.408,0.381,12.24,0.146,0.24,0.0,0.966,63.3,11,0.696,0.281,0.653,0,0,0.078,0.785,0.694,8.51,53.5,0
AGR03,AgriNova Foods,Consumer Staples,North America,2022,3,2022-Q3,IT,55.48,44.14,12877,486.1,0.481,42.13,29.95,311.14,314.5,0.435,41.29,0.543,5,0.364,0.328,15.9,0.209,0.09,0.0,0.954,71.8,11,0.586,0.326,0.746,0,0,0.0,0.757,0.594,6.91,53.2,2
AGR03,AgriNova Foods,Consumer Staples,Asia,2022,3,2022-Q3,Facilities,124.62,108.87,10371,1819.2,0.37,180.81,146.46,1347.01,1988.5,0.419,75.69,0.604,46,0.302,0.257,6.58,0.271,1.07,0.0,0.942,65.2,11,0.692,0.267,0.787,0,2,0.064,0.682,0.638,13.44,55.7,0
AGR03,AgriNova Foods,Consumer Staples,Europe,2022,4,2022-Q4,Operations,171.49,104.84,18315,1522.9,0.489,137.42,97.5,854.11,2252.9,0.369,130.3,0.684,68,0.439,0.29,18.78,0.248,0.83,0.257,0.965,73.1,11,0.638,0.299,0.802,0,0,0.246,0.779,0.625,6.35,60.8,0
AGR03,AgriNova Foods,Consumer Staples,Europe,2022,4,2022-Q4,Supply Chain,114.8,93.24,5793,2515.7,0.432,227.77,183.45,1657.9,743.4,0.402,116.03,0.57,14,0.267,0.319,8.53,0.235,0.27,0.957,0.936,75.6,11,0.638,0.309,0.754,0,0,0.139,0.859,0.773,18.02,53.2,1
AGR03,AgriNova Foods,Consumer Staples,North America,2022,4,2022-Q4,R&D,108.6,76.34,2042,992.5,0.367,118.63,89.07,751.24,904.3,0.463,35.1,0.599,5,0.298,0.399,13.5,0.18,0.05,1.309,0.986,72.8,11,0.614,0.341,0.899,0,1,0.0,0.728,0.665,8.83,53.8,0
AGR03,AgriNova Foods,Consumer Staples,Asia,2022,4,2022-Q4,Sales,229.2,140.28,8994,3003.4,0.218,413.83,290.06,2743.3,1615.7,0.328,30.65,0.497,65,0.303,0.364,14.29,0.17,0.42,0.807,0.929,81.4,11,0.72,0.277,0.769,1,1,0.131,0.685,0.535,15.04,50.8,0
AGR03,AgriNova Foods,Consumer Staples,Latin America,2022,4,2022-Q4,HR,34.29,28.01,3068,373.0,0.398,25.6,32.1,183.76,345.0,0.396,13.65,0.312,5,0.407,0.395,24.23,0.161,0.16,0.0,0.919,81.7,11,0.716,0.289,0.708,0,2,0.0,0.648,0.614,7.04,51.5,1
AGR03,AgriNova Foods,Consumer Staples,Europe,2022,4,2022-Q4,Finance,45.43,32.69,2527,313.5,0.254,61.12,29.96,342.18,387.2,0.412,126.53,0.738,5,0.275,0.356,19.96,0.159,0.2,0.0,0.915,83.8,11,0.615,0.319,0.67,0,1,0.23,0.691,0.834,9.54,52.9,0
AGR03,AgriNova Foods,Consumer Staples,Europe,2022,4,2022-Q4,IT,56.76,37.74,2021,1090.7,0.424,81.67,73.57,342.44,245.3,0.427,39.22,0.508,10,0.357,0.335,17.38,0.186,0.34,0.814,0.97,78.2,11,0.691,0.323,0.858,0,1,0.298,0.721,0.649,8.77,57.0,0
AGR03,AgriNova Foods,Consumer Staples,Europe,2022,4,2022-Q4,Facilities,129.52,73.02,25409,499.6,0.35,76.76,53.52,456.46,981.9,0.287,212.47,0.534,44,0.348,0.203,18.45,0.131,0.74,0.895,0.894,67.9,11,0.629,0.319,0.809,0,1,0.035,0.805,0.615,4.53,49.7,0
AGR03,AgriNova Foods,Consumer Staples,Europe,2023,1,2023-Q1,Operations,265.62,230.73,6344,1880.6,0.347,232.5,162.12,1459.77,1084.7,0.322,55.93,0.631,10,0.354,0.332,14.74,0.213,0.69,0.857,0.942,74.1,11,0.65,0.333,0.811,2,0,0.08,0.71,0.664,6.98,56.2,1
AGR03,AgriNova Foods,Consumer Staples,Latin America,2023,1,2023-Q1,Supply Chain,114.28,75.8,25205,474.7,0.559,35.56,29.33,168.24,866.2,0.486,26.02,0.498,67,0.414,0.19,17.38,0.132,0.2,0.483,1.006,77.8,11,0.687,0.287,0.818,0,1,0.0,0.882,0.73,2.04,57.2,0
AGR03,AgriNova Foods,Consumer Staples,North America,2023,1,2023-Q1,R&D,67.82,44.06,3229,827.4,0.565,60.31,49.51,377.27,92.4,0.458,17.17,0.525,14,0.507,0.358,15.66,0.202,0.37,0.0,0.992,69.3,11,0.653,0.284,0.822,0,0,0.0,0.772,0.792,7.18,57.2,0
AGR03,AgriNova Foods,Consumer Staples,Europe,2023,1,2023-Q1,Sales,207.96,185.13,4284,1952.8,0.504,173.79,104.86,881.92,1880.0,0.523,145.69,0.827,15,0.446,0.208,15.63,0.249,0.05,0.317,0.943,71.8,11,0.655,0.364,0.802,0,0,0.111,0.829,0.71,5.58,60.0,1
AGR03,AgriNova Foods,Consumer Staples,Asia,2023,1,2023-Q1,HR,39.94,32.89,1178,221.4,0.473,14.68,8.6,73.83,141.3,0.37,26.85,0.472,5,0.345,0.268,16.58,0.268,0.51,0.695,0.995,68.0,11,0.591,0.297,0.89,0,0,0.015,0.801,0.737,2.43,56.3,0
AGR03,AgriNova Foods,Consumer Staples,Latin America,2023,1,2023-Q1,Finance,46.69,26.74,4150,191.7,0.497,25.89,5.39,73.06,251.1,0.486,98.05,0.623,38,0.452,0.255,15.46,0.159,0.36,0.17,0.971,74.1,11,0.642,0.293,0.791,0,1,0.289,0.774,0.724,2.23,57.0,1
AGR03,AgriNova Foods,Consumer Staples,Europe,2023,1,2023-Q1,IT,52.52,29.18,10590,283.3,0.526,32.35,5.18,80.08,409.4,0.385,115.59,0.658,5,0.449,0.344,17.58,0.125,0.14,0.274,0.935,85.6,11,0.695,0.329,0.878,0,0,0.245,0.946,0.906,2.24,57.6,1
AGR03,AgriNova Foods,Consumer Staples,Asia,2023,1,2023-Q1,Facilities,141.74,121.68,26948,1373.3,0.464,115.36,85.95,794.75,2376.5,0.411,74.67,0.426,56,0.242,0.373,15.19,0.134,0.73,0.159,0.981,79.3,11,0.612,0.305,0.849,1,2,0.0,0.759,0.697,7.03,55.8,0
AGR03,AgriNova Foods,Consumer Staples,Europe,2023,2,2023-Q2,Operations,205.85,153.0,32884,785.3,0.525,29.91,24.29,161.06,2158.5,0.56,213.68,0.577,30,0.303,0.318,17.79,0.22,0.69,0.89,0.973,72.6,11,0.609,0.351,0.796,0,1,0.346,0.845,0.78,1.05,61.4,1
AGR03,AgriNova Foods,Consumer Staples,North America,2023,2,2023-Q2,Supply Chain,93.41,64.84,10000,1861.0,0.509,175.75,97.92,824.35,967.6,0.483,66.27,0.407,16,0.35,0.206,11.08,0.121,0.59,0.355,0.98,67.0,11,0.688,0.369,0.69,1,0,0.0,0.834,0.695,11.75,54.1,0
AGR03,AgriNova Foods,Consumer Staples,Latin America,2023,2,2023-Q2,R&D,106.16,69.32,3682,482.5,0.515,55.91,36.57,276.84,1037.5,0.283,54.2,0.629,56,0.305,0.462,9.0,0.166,0.65,0.555,0.985,69.7,11,0.654,0.329,0.742,0,1,0.156,0.777,0.512,3.48,55.1,0
AGR03,AgriNova Foods,Consumer Staples,North America,2023,2,2023-Q2,Sales,183.29,111.56,2908,1737.5,0.489,174.66,107.38,623.79,1429.3,0.475,118.63,0.605,87,0.238,0.375,12.32,0.145,0.08,0.7,0.953,65.9,11,0.659,0.287,0.818,0,1,0.116,0.792,0.689,4.94,52.4,1
AGR03,AgriNova Foods,Consumer Staples,Latin America,2023,2,2023-Q2,HR,33.62,18.82,1183,483.2,0.487,58.41,26.66,215.5,228.1,0.386,7.86,0.773,80,0.458,0.481,21.08,0.151,0.37,0.896,0.934,72.0,11,0.656,0.312,0.674,0,0,0.087,0.826,0.911,8.94,56.1,2
AGR03,AgriNova Foods,Consumer Staples,Europe,2023,2,2023-Q2,Finance,43.6,26.06,5399,407.5,0.322,39.64,24.58,255.55,350.3,0.42,33.99,0.794,5,0.552,0.163,15.59,0.143,0.19,0.495,0.954,63.9,11,0.576,0.352,0.712,0,0,0.192,0.83,0.693,7.33,51.4,2
AGR03,AgriNova Foods,Consumer Staples,Europe,2023,2,2023-Q2,IT,67.47,40.58,1097,606.9,0.407,51.94,40.44,266.17,525.3,0.319,9.96,0.466,52,0.399,0.212,16.38,0.195,0.21,0.0,1.028,78.0,11,0.593,0.335,0.805,1,0,0.011,0.707,0.718,5.31,54.5,0
AGR03,AgriNova Foods,Consumer Staples,Latin America,2023,2,2023-Q2,Facilities,156.38,97.39,17176,2027.2,0.331,241.75,165.69,1344.63,1371.9,0.483,12.41,0.471,102,0.406,0.243,19.97,0.208,0.84,0.828,1.02,72.7,11,0.662,0.39,0.849,0,1,0.0,0.718,0.602,11.2,59.5,2
AGR03,AgriNova Foods,Consumer Staples,Asia,2023,3,2023-Q3,Operations,246.71,180.39,23635,1213.3,0.379,151.84,90.28,1021.3,5819.0,0.618,170.69,0.622,81,0.458,0.129,14.98,0.171,0.93,1.156,0.961,73.8,11,0.584,0.327,0.85,0,1,0.258,0.862,0.842,5.12,59.0,0
AGR03,AgriNova Foods,Consumer Staples,Asia,2023,3,2023-Q3,Supply Chain,104.78,70.04,25268,1404.7,0.347,166.41,104.75,880.7,713.7,0.348,104.2,0.584,5,0.407,0.282,14.55,0.118,0.37,0.87,0.941,65.9,11,0.628,0.353,0.785,0,1,0.0,0.884,0.781,10.99,49.3,1
AGR03,AgriNova Foods,Consumer Staples,Europe,2023,3,2023-Q3,R&D,85.71,48.2,2411,491.8,0.537,27.4,27.6,236.64,1467.4,0.404,34.32,0.546,32,0.452,0.341,14.37,0.198,0.38,0.0,0.956,75.1,11,0.66,0.319,0.787,0,1,0.23,0.852,0.476,3.4,56.8,3
AGR03,AgriNova Foods,Consumer Staples,Europe,2023,3,2023-Q3,Sales,230.45,173.7,6342,1897.6,0.483,176.9,111.97,797.95,1363.1,0.325,28.02,0.601,165,0.544,0.24,13.91,0.262,0.39,0.521,0.952,78.1,11,0.597,0.344,0.831,0,1,0.087,0.828,0.658,4.72,56.9,0
AGR03,AgriNova Foods,Consumer Staples,North America,2023,3,2023-Q3,HR,40.69,26.48,1709,285.7,0.437,53.17,34.18,297.11,452.4,0.49,38.49,0.517,21,0.305,0.34,19.99,0.186,0.51,0.0,0.944,90.4,11,0.634,0.336,0.806,0,0,0.001,0.73,0.665,9.45,58.8,0
AGR03,AgriNova Foods,Consumer Staples,Europe,2023,3,2023-Q3,Finance,31.49,20.64,3489,594.3,0.385,89.31,38.75,424.39,339.0,0.417,12.75,0.633,143,0.45,0.161,13.56,0.166,0.32,0.0,0.967,68.5,11,0.602,0.349,0.749,0,0,0.161,0.758,0.688,17.54,52.9,0
AGR03,AgriNova Foods,Consumer Staples,Latin America,2023,3,2023-Q3,IT,63.81,48.74,5275,347.5,0.52,11.38,12.84,52.21,614.0,0.415,168.75,0.664,5,0.388,0.307,17.46,0.099,0.22,1.227,0.977,64.1,11,0.689,0.363,0.788,0,2,0.039,0.67,0.704,1.2,54.8,0
AGR03,AgriNova Foods,Consumer Staples,Asia,2023,3,2023-Q3,Facilities,133.41,113.02,10820,1864.7,0.41,186.89,143.65,1484.12,1638.3,0.214,75.64,0.9,68,0.381,0.392,15.87,0.195,0.86,0.422,0.973,81.2,11,0.623,0.316,0.694,0,1,0.022,0.845,0.705,13.6,59.0,1
